INVENTORY	GLOTTOCODE	SEGMENTS
1715	brok1247	a aː aˑ b ç cç cçʰ d d̪ ɖ e eː ɛ f ɡ h i iː iˑ j ʝ ɟʝ k k̙ kʰ l ɭ m n n̪ ɲ ɳ ŋ o oː oˑ p pʰ r ʁ s ʂ t t̪ tʰ t̪ʰ ts ʈ u uː uˑ v w z ʐ χ
1716	bund1253	ã æ ɑ ɑ̃ ɑː b b̤ cç cçʰ d̪ d̪̤ ɖ ɖ̤ e eː ɛ̃ ɡ ɡʱ h ɦ i iː j ɟʝ ɟ̤ʝ k kʰ l l̤ m m̤ n n̤ ɲ ɳ ŋ o oː ɔ p pʰ r r̤ ɽ ɽ̤ s t̪ t̪ʰ ʈ ʈʰ u uː ũː ʊ̃ v
1717	chau1259	ɑ b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ə ɛ ɡ ɡʱ i j ɟʝ ɟ̤ʝ k kʰ ɭ ɭ̤ m n̪ ɲ ŋ o ɔ p pʰ r s t̪ t̪ʰ ts ʈ ʈʰ u w x z
1718	chok1243	b ç cç cçʰ d̪ dz e ə f ɡ h ɦ i j ʝ ɟʝ k kʰ l l̤ m m̤ n̪ n̪̤ ŋ o p pʰ ɾ ɾ̤ s t̪ t̪ʰ ts tsʰ u v w z
1719	darm1243	ɑ b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ə ɛ ɡ ɡʱ i j ɟʝ ɟ̤ʝ k kʰ l m n̪ ɲ ɳ ŋ o ɔ p pʰ r ɽ ɽ̤ s t̪ t̪ʰ ʈ ʈʰ u w x
1720	gata1239	a æ æ̞̃ b cç d ɖ e ə ɛ ɡ h i ɪ j ɟʝ k l m n n̪ ɲ ɳ ŋ o õ̞ ɔ p r ɽ s t ʈ u ũː ʊ w ʔ
1721	gade1236	a æ æ̞̃ b b̤ cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ẽ̞ ə ə̃ ɛ ɡ ɡʱ h i ĩ ɪ ɪ̃ j ɟʝ ɟ̤ʝ k kʰ l ɭ m n̪ ɳ o õ õ̞ p pʰ r ɽ s t̪ t̪ʰ ʈ ʈʰ u ũː ʊ ʊ̃ w
1722	galo1242	a aː b cç d̪ e ə ɡ h i iː ɨ j ɟʝ k l m n̪ ɲ ŋ o ɔ ɔː p ɾ s t̪ u uː
1723	garo1247	a b d̪ dz e ɡ h i k m n̪ ŋ o p ɾ s t̪ ts u z ʔ
1724	guja1253	˥ ˧ ˩ a æ̞̃ ɑ̃ b ç cç cçʰ d̪ ɖ e ẽ̞ ə ə̃ ɛ f ɡ ɡ̙ ɣ h i ĩ ɪ ɪ̃ j ɟʝ k kʰ l ɭ m n̪ ɲ ɳ ŋ o õ̞ ɔ p pʰ q r ɽ s t̪ t̪ʰ ʈ ʈʰ u ũː ʊ ʊ̃ w x z
1725	guja1252	a ã ɑ̃ ɑ̤ b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ẽ̞ e̤ ə ə̤ ɛ ɛ̤ ɡ h i i̤ː ɪ j ɟʝ ɟ̤ʝ k kʰ l ɭ m n̪ ɲ ɳ ŋ o õ o̤ õː ɔ ɔ̤ p pʰ ɽ ɾ s ʂ t̪ t̪ʰ ʈ ʈʰ u ũ ũː ṳː ʊ v w
1726	bodo1267	a a̰ æ̞̃ b b̰ cç d̪ ɖ e ḛ ɡ i ɪ ɪ̃ ɟʝ k l ɭ m n ɳ o õ̞ o̰ ɔ p r ɽ s t̪ t̪̰ ʈ u ṵ ũː ɯ̰ ʊ ʊ̃ ʌ ʔ
1727	halb1244	a æ b b̤ ç cç d d̤ e ɛ ɘ f ɡ ɡʱ h i ɪ ɨ j ɟʝ k kʰ l m n ŋ o ø p pʰ r s t tʰ ts u ʊ v ʌ w z ʔ
1728	hind1269	a æ æ̞̃ ɑ̃ b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ẽ̞ ə ə̃ ɛ f ɡ ɡʱ h i ĩ ɪ ɪ̃ j ʝ ɟʝ ɟ̤ʝ k kʰ l m n̪ ɲ ɳ ŋ o õ õ̞ ɔ p pʰ ɽ ɽ̤ ɾ s t̪ t̪ʰ ʈ ʈʰ u ũː ʊ ʊ̃ w z
1729	hooo1248	a aː æ̞̃ b cç d̪ ɖ e e̞ eː ɡ h i ĩ iː ɪ ɪ̃ j ɟʝ k l m n n̪ ɲ ɳ ŋ o õ̞ oː p ɽ ɾ s t̪ ʈ u u̞ uː ʊ ʌ w ʔ
1730	irul1243	a ä æ b cç d d̪ ð ɖ e ë e̞ ë̞ ɛ ɡ ɣ i ï ɪ ɨ j ɟʝ k l ɭ m n n̪ ɲ ɳ ŋ o ö ö̞ p r ɽ ɾ s ʂ t t̪ ʈ u u̞ üː ʊ ʊ̈ v ʌ w β
1731	jaun1243	a aː æ̞̃ ɑ̃ b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ẽ̞ ə̃ː ɛ ɡ ɡʱ h ɦ i iː j ɟʝ ɟ̤ʝ k kʰ l m n ɲ ɳ ŋ o õ̞ õː ɔ p pʰ r ɽ s t̪ t̪ʰ ʈ ʈʰ u uː ʊ̃ w
1732	juan1238	a æ̞̃ b c cç d d̪ ɖ e ɛ ɡ i ɪ̃ ɟ ɟʝ k l m n n̪ ɲ ɳ ŋ o õ̞ ɔ p ɽ ɽ̃ ɽ̩ s t ʈ u ũː ʊ̃
1733	kang1280	aː ɐ b c c̤ d̪ ɖ e ɛː ɘ ɜ ɡ iː ɪ j ɟ k kʰ l ɭ m n ɲ ɳ ŋ o ɔː p pʰ r ɽ ɽ̃ ɽ̩ s t̪ t̪ʰ ʈ ʈʰ uː ʊ w
1734	nucl1305	a aː æ b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e eː f ɡ ɡʱ h i iː j ɟʝ ɟ̤ʝ k kʰ l ɭ m n n̪ ɳ ŋ o oː p pʰ ɾ s ʂ t̪ t̪ʰ ʈ ʈʰ u uː v w
1735	saur1248	a aː b b̤ cç cçʰ d̪ d̪̤ ɖ ɖ̤ e eː ɡ ɡʱ h i iː j ɟʝ ɟ̤ʝ k kʰ l ɭ m m̤ n ɳ o oː p pʰ r s t̪ t̪ʰ ʈ ʈʰ u uː w z
1736	karb1241	˥ ˧ ˩ a b b̤ cç cçʰ d d̤ dz e e̞ ə ɛ ɡ ɡʱ ɦ i ɪ j ɟʝ k kʰ l m n ŋ o ɔ p pʰ r t tʰ ts tsʰ u ʊ w x ʔ
1737	irul1243	a b cç d̪ ɖ e ə ɡ i ɨ j ɟʝ k l ɭ m n n̪ ɳ o p r ɽ s ʂ t̪ ʈ u w x
1738	kash1277	a ã aː æ̞̃ ɑ̃ ɑ̃ː b ç cç cçʰ d̪ ɖ e eː ẽː ə əː ə̃ː ɡ ɦ i iː ĩː ɪ̃ ɨ ɨː ɨ̃ː j ɟʝ k kʰ l m n ŋ o õ̞ oː õː ɔ ɔː p pʰ r s t̪ t̪ʰ ts tsʰ ʈ ʈʰ u ũ uː w z
1739	jenn1240	a b cç d̪ dz ɖ e ə ɡ i ɨ j ɟʝ k l ɭ m n n̪ ɲ ŋ o p r ɾ s ʂ t̪ ts ʈ u w z
1740	khar1287	a æ̞̃ b b̤ cç cçʰ d d̤ ɖ ɖ̤ e eː ɡ ɡʱ ɦ i iː ɪ̃ j ɟʝ k kʰ l m n ɲ ŋ o õ̞ oː p pʰ ɽ ɾ s t tʰ ʈ ʈʰ u uː ũː ʊ̃ w ʔ
1741	khas1269	a aː b b̤ ç d d̤ e eː ɛ ɡ ɡʱ h i iː ɨ j ɟʝ ɟ̤ʝ k kʰ l m n ɲ ŋ o oː ɔ p pʰ r ɾ s t tʰ u uː w ʔ
1742	khez1235	˥ ˧ ˩ ɑ b bv ç cç cçʰ d̪ dz e e̞ ə f ɡ h ɦ i ɨ j ʝ ɟʝ k kʰ l l̤ m m̤ n n̪ n̪̤ n̤ ɲ ɲ̤ ŋ o p pf pfʰ pʰ ɾ ɾ̤ s t̪ t̪ʰ ts tsʰ u v w w̤ z
1743	koda1255	a aː ɑ ɑː b ç cç d̪ ð ɖ e ë e̞ eː ëː ə ɛ ɛː ɡ h i iː ɪ ɨ j ɟʝ k l ɭ m n n̪ ɲ ɳ ŋ o oː ɔ p r ɽ s ʂ t̪ ʈ u u̞ uː ɯ ʊ ʌ w
1744	nort2699	a aː b cç d̪ ɖ e eː ə əː ɡ i iː ɨː j ɟʝ k l ɭ m n̪ ŋ o oː p r s t̪ ts ʈ u uː v z
1745	kond1295	a aː æ̞̃ ɑ̃ː b d̪ ɖ e eː ə̃ː ɡ h i iː ĩː ɪ̃ j k l m n ɳ ŋ o õ̞ oː õː p r r̥ ɽ ɾ s t̪ ʈ u ũ uː ũː ʊ̃ w z ʔ
1746	mudh1235	a aː æ̞̃ b cç d ɖ ə̃ː ɡ i iː j ɟʝ k l m n ɳ ŋ õː p r s t ʈ u ũ uː ũː ʊ̃ w
1747	konk1267	a aː b b̤ ç cç cçʰ d̪ d̪̤ dz d̤z ɖ ɖ̤ e eː ɡ ɡʱ i iː j ɟʝ ɟ̤ʝ k kʰ l ɭ m n̪ ɳ o ɔ p pʰ ɾ s ʂ t̪ t̪ʰ ts tsʰ ʈ ʈʰ u uː w
1748	korr1238	a aː b ç cç d̪ ɖ e eː ɛ ɛː ɡ i iː ɨ j ɟʝ k l m n̪ ɲ ɳ ŋ o oː p r s t̪ ʈ u uː w
1749	kork1243	a æ̞̃ b b̤ c c̤ d d̤ e ɡ ɡʱ i ɪ̃ ɨ j ɟ ɟ̤ k kʰ l m n ŋ o õ̞ p pʰ ɽ ɾ s t tʰ u ũː ʊ̃ w ʔ
1750	kota1263	a aː b cç d d̪ ɖ e e̞ eː ɡ i iː ɪ j ɟʝ k l ɭ m n n̪ ɲ ɳ ŋ o oː ɔ p r ɽ s ʂ t t̪ ʈ u uː ʊ ʌ w
1751	koya1251	a aː b cç d̪ dz ɖ e eː ɡ h i iː j ɟʝ k l m n ɳ o oː p ɾ s t̪ ts ʈ u uː w
1752	kuii1252	a aː ãː æ̞̃ ɑ̃ b d̪ ɖ e eː ə̃ː ɡ h i iː ĩː ɪ̃ ɟʝ k l m n ɲ ɳ ŋ ɔ ɔː p ɽ s t̪ ʈ u ũ uː ũː ʊ̃ v ʔ
1753	kuma1273	a b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ə ɛ ɡ ɡʱ i ɪ j ɟʝ ɟ̤ʝ k kʰ l ɭ m n̪ ɳ ŋ o ɔ p pʰ ɽ ɾ t̪ t̪ʰ ʈ ʈʰ u ʊ ʌ w
1754	kuru1302	ã ɑ ɑ̃ː b b̤ cç cçʰ d d̤ ɖ ɖ̤ e ẽ e̞ ə̃ ɡ ɡʱ h i ĩ ĩː ɪ ɪ̃ ɟʝ ɟ̤ʝ k kʰ l m n ɲ ŋ o õ̞ oː õː ɔ̃ ɔ̃ː p pʰ r ɽ s t tʰ ʈ ʈʰ u u̞ ũː ʊ ʊ̃ ʌ ʌ̃ x ʔ
1755	kuvi1243	aː æ̞̃ ɑ̃ː b ç cç d̪ dz ɖ e eː ə̃ː ɡ h i iː ĩː ɪ̃ ɟʝ k l ɭ m n n̪ ɲ ɳ ŋ o õ̞ oː õː p ɽ ɾ s ʂ t̪ ts ʈ u ũ uː ũː ʊ̃ v ʔ
1756	lada1244	a b ç cç cçʰ d̪ dz ɖ e e̞ ə ɡ ɣ h ɦ i j ʝ ɟʝ k kʰ l l̤ m n ɲ ŋ o p pʰ r̥ s ʂ t̪ t̪ʰ ts tsʰ ʈ ʈʰ u u̞ w z ʐ β
1757	lamb1269	a æ̞̃ b ç cç d̪ dz ɖ e eː ə əː ɡ h i iː ĩː ɪ̃ ɨː ɨ̃ː j ɟʝ k l ɭ m n n̪ ɲ ɳ ŋ o õ̞ p ɽ ɾ s s̪ ʂ t̪ ts ʈ u ũ ũː ʊ̃ v w
1758	lepc1244	ɑ b ç cç d̪ dz ɖ e e̞ f ɡ h i j ʝ ɟʝ k l m n ɲ ŋ o ö ɔ p ɾ s t̪ ts ʈ u üː v ʌ z
1759	loth1237	˥˩ ˧ ˩˥ a bv ç cç cçʰ d̪ e ə f ɡ ɦ i ɪ j ʝ k kʰ l l̤ m m̤ n̪ n̪̤ ɲ ɲ̤ ŋ ŋ̤ o p pf pʰ r r̤ s t̪ t̪ʰ ts tsʰ u ʊ v w z
1760	lush1249	˥ ˥˩ ˧˩ ˩˥ a b cç cçʰ d̪ e f ɡ h ʱl ʱm ʱn̪ ʱŋ ʱɾ i j k kʰ l m n̪ ŋ o ɔ p pʰ ɾ ɾ̪̊ ɾ̪̊ʰ s t̪ t̪ʰ t̪ɬ̪ t̪ɬ̪ʰ u v w z ʔ
1761	mait1250	a æ b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ə ɡ ɡʱ h i j ɟʝ ɟ̤ʝ k kʰ m n ɲ ɳ ŋ o ɔ p pʰ ɽ ɽ̤ ɾ s ʂ t̪ t̪ʰ ʈ ʈʰ u w
1762	mala1464	a aː æ b c ç d d̪ ɖ e eː f ɡ h i iː ɨ j ɟ k l l̠˞ ɭ m n n̪ ɲ ɳ ŋ o oː p r ɾ s ʂ t t̪ ʈ u uː ʊ w
1763	saur1249	a aː b c d̪ ɖ e eː ɡ ɢ h i iː j ɟ k l m n ɲ ŋ o oː p q r ɽ s t̪ ʈ u uː w θ
1764	mani1292	˥˩ ˧ ˩˥ a aː b b̤ ç cç cçʰ d̪ d̪̤ eː ɡ h i iː j ɟʝ ɟ̤ʝ k kʰ l m n̪ ŋ oː p pʰ r s t̪ t̪ʰ ʈ u uː w ʔ
1765	maon1238	˥ ˧ ˨ ˩ a b bv ç d̪ dz e ə f ɡ i j ʝ k l m n o p pf r t̪ ts u v w
1766	mara1378	a æ b b̤ ç cç cçʰ d̪ d̪̤ dz d̤z ɖ ɖ̤ e ə əː f ɡ ɡʱ h i iː ɨ ɨː j ɟʝ ɟ̤ʝ k kʰ l l̤ m m̤ n̪ n̪̤ ɳ ɳ̤ o ɔ p pʰ ɾ ɾ̤ s ʂ t̪ t̪ʰ ts tsʰ ʈ ʈʰ u uː w w̤
1767	miju1243	˥˩ ˧ ˩˥ ˩˧˩ ã ɑ ɑː b bʷ ç cç cçʰ d̪ d̪ʲ dz e eː ɡ h i iː ɪ̃ ɨ j ɟʝ k k̰ kʰ l lʲ m n ɲ ŋ o õ̞ oː p p̰ pʰ pʷ r s t̪ t̪ʰ t̪ʲ ts tsʰ u uː ɯ ʌ w z
1768	miny1240	˥˩ ˧ ˩˥ a b b̤ b̰ d d̪ d̤ e ɛ ɡ ɡ̰ ɡʱ h i ɪ j ɟʝ k kʰ l m n n̪ ɲ ŋ ɔ p pʰ r ɽ ɾ s t t̪ t̪̰ tʰ ts u ɯ ʊ w z z̤
1769	moyo1238	˥˩ ˧ ˩˥ a æ b b̤ ç cç d̤ e ə ɛ ɘ f ɡʱ h i ɨ j kʰ l m m̩ n̩ ŋ̩ o ɔ p pʰ r s tʰ ts u ʊ v ʌ w ʔ
1770	mund1320	a aː æ̞̃ ɑ̃ b cç d̪ ɖ e ẽ̞ eː ə ɛ ɡ i iː j ɟʝ k m n̪ ɲ ɳ ŋ o oː ɔ p ɽ ɾ s t̪ ʈ u uː ũː ʊ̃ w ʔ
1771	naik1250	a b b̤ d̪ d̪̤ dz d̤z ɖ ɖ̤ e ɛ ɡ ɡʱ i ɪ j k kʰ l ɭ m n̪ ɳ ŋ o p pʰ r r̠ r̠ʲ s ʂ t t̪ t̪ʰ ts tsʰ ʈ ʈʰ u u̞ ʊ v ʌ w x
1772	nepa1254	a aː b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ e eː ɛ ɡ ɡʱ h i iː j ɟʝ ɟ̤ʝ k kʰ l l̤ m n ɲ ŋ o oː p pʰ r ɽ ɽ̤ s ʂ t̪ t̪ʰ ʈ ʈʰ u uː ʌ w
1773	cent1990	æ ɑ ɑː cç d e eː ə əː ɛ ɛː f h i iː ɨː k l m n̪ ɲ ŋ o oː ɔ ɔː p r ɾ s t ʈ u uː ɯ
1774	pott1240	a aː æ̞̃ b cç d̪ dz ɖ e eː ɡ i iː ɟʝ k l m n̪ ɲ ɳ ŋ o õ̞ oː p r s t̪ ts ʈ u uː v z
1775	oriy1255	æ̃ ɑ̃ b b̤ cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ɛ̞ ɡ ɡʱ h i ɪ̃ j ɟʝ ɟ̤ʝ k kʰ l ɭ m n̪ ɳ ŋ o õ̞ ɔ p pʰ ɾ s t̪ t̪ʰ ʈ ʈʰ u ũː ʊ̃ w
1776	pait1244	˥ ˦˥ ˨ ˩ ˩˨ a e f ɡ h i j k l m n o ɔ p pʰ s t t̪ tʰ u v w x z ʔ
1777	duru1236	a aː b cç d̪ ɖ e eː ɡ h i iː j ɟʝ k l m n ɲ ŋ o oː p ɽ ɾ s t̪ ʈ u uː w
1778	patt1248	ɑ b ç cç cçʰ d̪ dz ɖ e ə ɡ i j ɟʝ k kʰ l l̤ ɭ m m̤ n n̤ ɲ ɳ ŋ o p pʰ r r̤ ɽ ɽ̤ s ʂ t̪ t̪ʰ ts tsʰ ʈ ʈʰ u w z
1779	peng1244	a aː b cç d̪ ɖ e eː ɡ h i iː j ɟʝ k l m n ɳ ŋ o oː p ɽ ɾ s t̪ ʈ u uː v z
1780	panj1256	˥ ˧ ˩ a æ̞̃ ɑ̃ b ç cç cçʰ d̪ ɖ e ẽ̞ ə ə̃ ɛ f ɡ ɣ h ɦ i ĩ ɪ ɪ̃ j ɟʝ k kʰ l ɭ m n̪ ɳ o õ̞ ɔ p pʰ r ɽ s t̪ t̪ʰ ʈ ʈʰ u ũː ʊ ʊ̃ w x z
1781	bond1245	a æ̞̃ b cç d ɖ e ə ɛ ɡ i ɪ j ɟʝ k kʰ l m n ɲ ŋ o õ̞ ɔ p pʰ r ɽ s ʂ t tʰ ʈ ʈʰ u ũː ʊ̃ w z ʔ
1782	sans1269	a aː b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ eː ɡ ɡʱ h ɦ i iː j ɟʝ ɟ̤ʝ k kʰ l ɭ m n ɲ ɳ ŋ oː p pʰ r ɽ ɽ̤ s ʂ t̪ t̪ʰ ʈ ʈʰ u uː w
1783	sant1410	ã ɑ b b̤ b̰ cç cçʰ d̪ d̪̤ ɖ ɖ̤ e ə ɡ ɡʱ h i ɪ̃ j ɟʝ ɟ̤ʝ k k̰ kʰ l m n̪ ɲ ŋ õ õ̞ p p̰ pʰ r ɽ s t̪ t̪̰ t̪ʰ ʈ ʈʰ u ũː ʊ̃ w
1784	sumi1235	˥ ˧ ˩ a b ç cç cçʰ d̪ e e̞ ə f ɡ ɣ h i ɨ j ʝ k kʰ l l̤ m m̤ n n̪ n̤ ɲ ɲ̤ ŋ o p pʰ s t̪ t̪ʰ ts tsʰ u u̞ ɯ v ʌ w x z ʔ
1785	shin1264	a aː b ç cç cçʰ d ɖ e eː ə ɛ ɛː ɡ ɣ h i iː j ʝ ɟʝ k kʰ l m n ɳ ŋ o oː p pʰ r s t tʰ ts tsʰ ʈ ʈʰ ʈʂ ʈʂʰ u uː w x z ʐ
1786	sind1272	a æ̞̃ ɑ̃ b b̤ ɓ c ç c̤ d̪ d̪̤ ɖ ɖ̤ ᶑ e ẽ̞ ə ə̃ ɛ f ɡ ɡʱ ɠ ɣ i ĩ ɪ ɪ̃ j ɟ ɟ̤ ʄ k kʰ l m n̪ ɲ ɳ ŋ o õ õ̞ ɔ p pʰ q ɽ ɾ s t̪ t̪ʰ ʈ ʈʰ u ũː ʊ ʊ̃ w x z
1787	sora1254	a b d ɖ e ə ɡ i ɪ ɟʝ k l m n n̪ ɲ ɳ ŋ o ø p r̠ʲ ɽ ɾ s t̪ u ʊ y z ʔ
1788	tami1289	a aː b cç d d̪ ð ɖ e eː f ɡ h i iː ɨ j ɟʝ k l l̠˞ ɭ m n n̪ ɲ ɳ ŋ o oː p ɸ ɽ ɾ s ʂ t t̪ ʈ u uː w x
1789	tang1336	a b ç cç d̪ e e̞ ə f ɡ h i ɪ ɨ j ʝ ɟʝ k kʰ l m n ŋ o ɔ p pʰ r ɾ s t̪ t̪ʰ u ɯ ʊ v ʌ w x z
1790	tase1235	ɑː b ç cç d̪ e ə ɡ h ɟʝ k kʰ l m n̪ ŋ o ɔ p pʰ ɸ ɾ s t̪ t̪ʰ ts u x ʔ
1791	telu1262	aː æ ɑ b b̤ ç cç cçʰ d̪ d̪̤ dz ɖ ɖ̤ e eː f ɡ ɡʱ h i iː j ɟʝ ɟ̤ʝ k kʰ l ɭ m n n̪ ɲ ɳ ŋ o oː p pʰ ɽ ɾ s ʂ t̪ t̪ʰ ts ʈ ʈʰ u uː v w
1792	thad1238	˥˩ ˧ ˩˥ a b cç d e ɛ ɡ ɦ i j ɟʝ k kʰ l l̤ m n ŋ o ɔ p pʰ s t tʰ u v ʌ x z ʔ
1793	toda1252	a b ç cç d d̪ dz ɖ e f ɡ i ɪ j ʝ ɟʝ k l l̥ ɭ ɭ̥ m n ɳ o ø øː ɔ p r ɽ ɾ s s̪ ʂ t t̪ ts ʈ u ɯ ɯː ʊ v ʌ w x y yː z z̪ ʐ θ
1794	kokb1239	a b ç cç cçʰ d̪ ɛ ɡ h ɪ j ɟʝ k kʰ l m n̪ ɲ ŋ o ɔ p pʰ r s t̪ t̪ʰ ts tsʰ u ɯ ʊ ʌ w
1795	tulu1258	ɑ ɑː b ç cç d̪ e eː ɛ ɛː ɡ i ɨ j ɟʝ k l ɭ m n̪ ɲ ɳ ŋ o oː p r s ʂ t̪ ʈ u uː w x
1796	ural1274	ä ɑ ɑ̈ ɑ̈ː b c d̪ ð ɖ e ë e̞ ë̞ ɛ ɡ ɣ i ï iː ɪ j ɟ k l ɭ m n n̪ ɳ o p r ɽ s ʂ t̪ ʈ u u̞ uː üː ʊ ʌ w x β
1797	urdu1245	a æ̞̃ ɑ̃ ɑ̃ː b b̤ ç cç cçʰ d̪ d̪̤ ɖ ɖ̤ ẽ̞ ə ə̃ ɛ f ɡ ɡʱ ɣ h i ĩ ĩː ɪ j ʝ ɟʝ ɟ̤ʝ k kʰ m n ŋ õ oː ɔ p pʰ q r ɽ t̪ t̪ʰ ʈ ʈʰ u ũː ʊ ʊ̃ w x z
1798	vaag1238	a aː æ̞̃ b ç cç d̪ ɖ e eː ɡ i iː ɪ̃ ɨ j ɟʝ k l ɭ m n ɲ ɳ ŋ o oː p r s t̪ ʈ u uː ʊ̃ v z
1799	ravu1237	a aː b c cç d̪ ɖ e eː ə ɛ ɛː ɡ i iː ɪ j ɟ k l ɭ m n n̪ ɲ ɳ ŋ o oː ɔ p r s t̪ ʈ u uː ʊ w
1800	yeru1240	a aː æ̞̃ ɑ̃ː b cç d̪ ɖ e eː ə̃ː ɡ i iː ĩː ɪ̃ ɨ j ɟʝ k l ɭ m n ɳ o õ̞ oː p ɾ s ʂ t̪ ʈ u uː ʊ̃ w
1801	qawa1238	a æ cç cʼ e h i j k kʼ l m n o p pʼ q ɾ s t tʼ u w β
1802	mapu1245	a e f ɣ i j k l l̪ ʎ m n n̪ ɲ ŋ o p s ʃ t t̪ t̠ʃ ʈʂ u ɯ w ʐ θ
1803	acha1250	a aː b d e eː h i iː j k kʷ l m n o oː p ɾ s ʃ t ts t̠ʃ u uː w ʒ ʔ
1804	apur1254	a ã aː ãː e ẽ eː ẽː h i ĩ iː ĩː ɨ ɨ̃ ɨː ɨ̃ː j k m n ɲ o õ oː õː p ɾ s ʃ t ts t̠ʃ ɰ
1805	araw1276	a b d e h i ɨ j k kʰ l m n o ɸ ɽ ɾ s t tʰ w
1806	asha1243	a aː e eː h i iː j k m n N o oː p ɾ s ʃ t ts t̠ʃ β
1807	ajyi1238	a aː ç h i iː j k m n N ɲ o oː p ɾ ɾʲ s t tʰ ts tsʰ t̠ʃ t̠ʃʰ ɰ ʋ
1808	ashe1272	a aː e eː h i iː ɨ ɨː j k kʲ m n N ɲ o oː p ɾ ɾʲ s ʃ t ts tsʰ t̠ʃ w
1809	pich1237	a aː e eː h i iː j k kʲ m mʲ n N ɲ o oː p pʲ ɾ ɾʲ s ʃ t tʰ t̠ʃ t̠ʃʰ ɰ w wʲ
1810	ucay1237	a aː e eː h i iː j k kʲ m mʲ n N ɲ o oː p pʲ ɾ ɾʲ s ʃ t tʰ ts tsʰ t̠ʃ t̠ʃʰ ɰ β βʲ
1811	bani1255	a aː b d dz e eː h i iː k m n ɲ p ɺ ɻ t t̪ ts t̠ʃ u uː w
1812	bani1255	a aː b d dz e eː ɡ h i iː j k m n p r ɺ ɾ ʂ t ts u uː w ʐ
1813	bare1276	a b d e h ʱm ʱn ʱw i j k kʰ m n p pʰ ɻ s t tʰ t̠ʃ u w
1814	cabi1241	a e h i j k m n o p ɾ t t̪ t̠ʃ u w ʔ
1815	caqu1242	a aː e eː ɣ h i iː j k m n N ɲ ŋ o oː p ɾ ɾʲ s ʃ t tʲ ts t̠ʃ β
1816	cham1318	a aː e eː h i iː j k l ʎ m n ɲ o oː p ɾ s ʂ ʃ t ts t̠ʃ ʈʂ u uː w ʔ
1817	curr1243	a b d dz e h ʱm ʱn ʱɾ i j k kʰ m n p pʰ ɸ ɺ ɾ ʂ ʃ t tʰ ts u w ʔ β
1818	enaw1238	a ã aː d e ẽ eː h i ĩ iː j k l m n ɲ o õ oː ɾ s ʃ t w
1819	inap1243	a ã aː e ẽ eː h i ĩ iː j l m n ɲ o õ oː p ɾ s t t̠ʃ u ũ uː ɯ ɯ̃ ɯː w ʔ
1820	guan1270	a ã e ẽ h i ĩ j k l m n o õ p ɾ s ʃ t u ũ w ʔ
1821	mach1268	a e h i ɨ j k m n o p ɾ s ʃ t ts t̠ʃ w
1822	mach1267	a aː e eː ɡ i iː ɨi j k kʲ m n N ɲ o oː p ɾ ɾʲ s ʃ t tʲ ts t̠ʃ β
1823	mehi1240	a ã e ẽ h i ĩ ɨ ɨ̃ j k l m n p ɾ ʂ t ts t̠ʃ u ũ w
1824	nant1250	a aː b e eː ɡ h i iː ɨi j k m n N ɲ o oː p ɾ ɾʲ s ʃ t tʲ ts t̠ʃ
1825	noma1263	a aː b e eː ɡ h i iː ɨi j k m n N ŋ o oː p ɾ s ʃ t ts t̠ʃ
1826	pali1279	a ã b d e ẽ ɡ ɣ h i ĩ j k m n o õ p s ʃ t u ũ w
1827	para1316	a aː e eː h i iː ɨ ɨː j k l m n ɲ o oː p ɾ ʃ t t̠ʃ u uː w
1828	pare1272	a b e h i j k kʷ l m n o ɸ ɾ t tʲ ts w θ
1829	piap1246	a b d e h i j k m n p ɺ ɾ s t ts u ʔ β
1830	resi1247	a b d dʲ dz d̠ʒ e ɡ h i k kʰ m m̥ n n̥ ɲ ɲ̥ o p pʰ ɸ ɾ s ʃ t tʰ tʲ ts tsʰ t̠ʃ t̠ʃʰ u x ʒ ʔ β
1831	tari1256	a ã aː b d dʱ e ẽ eː h i ĩ iː ɨ j k kʰ l m mʱ n nʱ ɲ ɲʱ o õ p pʰ ɾ s t tʰ t̠ʃ u ũ uː w wʱ
1832	tere1279	a aː ɛ ɛː h i iː j k l m n o oː p ɾ s ʃ t u uː w ʔ
1833	wapi1253	a b d ɖ ɡ i ɨ j k m n ɲ p ɽ s ʃ t t̠ʃ u w ʐ ʔ
1834	guar1293	a aː b d d̠ʒ e eː ɡ h i iː j k m n ɲ p ɺ ʃ t ts t̠ʃ u uː w
1835	waur1244	a ã e ẽ ɣ h i ĩ ɨ ɨ̃ j k l n ɲ p ɾ s t tʲ ts u ũ w ʒ β
